<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150601,000000,1189.47,1204.22,1184.39,1188.94,156061
20150602,000000,1189.05,1196.33,1185.91,1192.81,204779
20150603,000000,1193.25,1195.50,1179.08,1184.93,201697
20150604,000000,1185.43,1186.60,1172.90,1176.59,229643
20150605,000000,1176.42,1178.48,1162.70,1171.57,198102
20150608,000000,1170.59,1177.60,1169.09,1173.88,187330
20150609,000000,1173.88,1182.90,1172.53,1176.71,167971
20150610,000000,1176.24,1192.29,1175.18,1185.82,209734
20150611,000000,1185.86,1187.93,1175.60,1181.80,112751
20150612,000000,1181.33,1184.35,1176.58,1181.46,101246
20150615,000000,1180.72,1190.37,1172.76,1186.09,107092
20150616,000000,1185.52,1187.85,1176.06,1181.85,92909
20150617,000000,1181.47,1189.19,1174.58,1185.46,100853
20150618,000000,1184.73,1205.74,1183.59,1201.77,137022
20150619,000000,1201.79,1204.15,1198.38,1200.19,95563
20150622,000000,1199.78,1201.03,1182.14,1185.71,104431
20150623,000000,1185.45,1188.14,1176.20,1178.46,114391
20150624,000000,1177.89,1180.30,1168.51,1175.21,113831
20150625,000000,1174.56,1178.12,1171.55,1172.99,92804
20150626,000000,1173.08,1178.68,1168.35,1175.26,101905
20150629,000000,1184.30,1188.13,1173.76,1179.57,157274
20150630,000000,1179.94,1180.52,1166.59,1172.16,147918
20150701,000000,1172.19,1175.03,1167.61,1168.62,108519
20150702,000000,1168.17,1169.40,1156.92,1165.94,110291
20150703,000000,1165.79,1170.16,1164.63,1168.62,64203
20150706,000000,1174.66,1174.92,1162.85,1169.98,125753
20150707,000000,1169.84,1170.48,1147.99,1155.07,128536
20150708,000000,1154.97,1164.68,1147.18,1157.88,157520
20150709,000000,1158.42,1167.72,1155.94,1159.00,131294
20150710,000000,1159.57,1165.43,1157.41,1163.59,115025
20150713,000000,1163.23,1164.92,1151.10,1157.71,109300
20150714,000000,1157.36,1159.81,1152.89,1155.76,93196
20150715,000000,1154.94,1156.85,1143.21,1149.27,94220
20150716,000000,1147.21,1149.41,1142.26,1145.21,101174
20150717,000000,1145.37,1145.74,1131.03,1134.29,97800
20150720,000000,1133.60,1133.60,1083.71,1096.37,148467
20150721,000000,1098.20,1109.84,1096.94,1100.94,115787
20150722,000000,1100.88,1103.37,1087.01,1093.96,124575
20150723,000000,1094.46,1105.73,1087.24,1090.40,119788
20150724,000000,1090.27,1101.59,1077.25,1099.06,152613
20150727,000000,1099.32,1105.00,1088.51,1093.80,145930
20150728,000000,1094.56,1099.01,1091.59,1095.20,107575
20150729,000000,1094.78,1101.91,1090.37,1096.58,113364
20150730,000000,1096.83,1098.66,1082.52,1088.31,121581
20150731,000000,1088.28,1103.42,1080.01,1095.49,137929
20150803,000000,1095.78,1097.69,1085.83,1086.53,121363
20150804,000000,1083.16,1094.70,1080.94,1087.55,121245
20150805,000000,1087.70,1092.58,1082.95,1084.80,108581
20150806,000000,1084.71,1094.01,1083.47,1089.37,102326
20150807,000000,1089.24,1099.52,1082.81,1094.12,123129
20150810,000000,1094.55,1108.91,1089.63,1104.30,117332
20150811,000000,1104.05,1119.35,1093.81,1108.74,158800
20150812,000000,1108.56,1125.80,1101.77,1124.27,167473
20150813,000000,1125.38,1126.68,1113.61,1114.93,134712
20150814,000000,1114.87,1121.02,1111.74,1114.96,112039
20150817,000000,1114.03,1122.79,1113.60,1117.38,97761
20150818,000000,1117.62,1121.14,1109.61,1117.53,106418
20150819,000000,1117.52,1134.57,1116.22,1133.90,125979
20150820,000000,1133.37,1154.03,1132.63,1151.97,139666
20150821,000000,1153.26,1168.28,1148.94,1160.56,179397
20150824,000000,1160.64,1170.12,1145.55,1154.99,258870
20150825,000000,1155.22,1156.58,1134.63,1140.37,217828
20150826,000000,1139.90,1146.46,1117.73,1124.93,185461
20150827,000000,1125.06,1129.29,1118.24,1124.71,132369
20150828,000000,1125.03,1140.79,1123.76,1133.99,117656
20150831,000000,1133.27,1136.65,1125.65,1134.80,104262
20150901,000000,1134.30,1147.86,1134.30,1139.98,100914
20150902,000000,1139.61,1142.40,1132.06,1133.73,95830
20150903,000000,1133.31,1134.32,1121.84,1125.24,104877
20150904,000000,1125.01,1132.89,1116.66,1122.26,109804
20150907,000000,1123.32,1124.80,1116.06,1119.21,63259
20150908,000000,1118.49,1126.77,1118.49,1121.40,92367
20150909,000000,1121.58,1125.40,1101.27,1107.66,109738
20150910,000000,1106.38,1114.98,1103.86,1110.57,111929
20150911,000000,1110.79,1112.84,1098.73,1107.63,104935
20150914,000000,1107.79,1110.48,1103.55,1108.93,77657
20150915,000000,1108.50,1109.34,1102.52,1105.04,75097
20150916,000000,1104.97,1124.19,1103.91,1119.52,94729
20150917,000000,1118.98,1135.87,1115.37,1131.32,113615
20150918,000000,1130.22,1141.73,1127.56,1139.09,118100
20150921,000000,1139.08,1139.96,1129.52,1133.27,72126
20150922,000000,1132.94,1136.58,1121.32,1124.67,86319
20150923,000000,1124.25,1134.27,1121.87,1130.15,79431
20150924,000000,1129.96,1156.65,1129.96,1153.83,112090
20150925,000000,1150.84,1151.69,1140.78,1145.65,117135
20150928,000000,1145.17,1148.23,1128.04,1131.84,117625
20150929,000000,1131.95,1134.75,1124.20,1127.29,115109
20150930,000000,1127.31,1128.14,1111.67,1114.83,101692
20151001,000000,1115.12,1119.16,1111.05,1113.53,56539
20151002,000000,1113.20,1141.25,1104.63,1138.72,94457
20151005,000000,1137.42,1141.93,1130.15,1135.55,87403
20151006,000000,1135.16,1151.26,1135.00,1147.03,75756
20151007,000000,1146.55,1153.63,1141.81,1145.38,70601
20151008,000000,1145.30,1151.26,1136.59,1138.87,78653
20151009,000000,1138.64,1159.61,1138.64,1156.65,82502
20151012,000000,1155.12,1168.96,1154.81,1163.59,60977
20151013,000000,1163.11,1168.76,1151.77,1168.60,82135
20151014,000000,1167.35,1189.75,1163.30,1184.08,99454
20151015,000000,1183.85,1191.54,1173.98,1183.02,103450
20151016,000000,1182.36,1184.46,1174.29,1177.29,78106
20151019,000000,1176.74,1178.17,1168.55,1170.64,76833
20151020,000000,1170.64,1180.83,1167.34,1175.91,72430
20151021,000000,1175.50,1179.18,1163.69,1167.06,77160
20151022,000000,1166.88,1171.82,1162.59,1165.91,76396
20151023,000000,1165.74,1179.37,1158.94,1164.37,92811
20151026,000000,1163.52,1169.66,1162.19,1162.90,62157
20151027,000000,1163.01,1168.74,1160.71,1166.73,57510
20151028,000000,1166.51,1182.95,1152.27,1156.05,85425
20151029,000000,1156.23,1162.64,1144.73,1145.83,86911
20151030,000000,1146.99,1150.06,1139.15,1141.98,74437
20151102,000000,1141.64,1142.98,1132.97,1134.40,58234
20151103,000000,1133.39,1138.30,1114.41,1117.60,71683
20151104,000000,1116.52,1122.81,1106.41,1107.74,75733
20151105,000000,1107.38,1111.46,1103.00,1103.74,63459
20151106,000000,1103.90,1110.43,1085.43,1088.76,69574
20151109,000000,1089.85,1095.79,1088.42,1092.19,131728
20151110,000000,1091.60,1095.21,1085.20,1089.54,89563
20151111,000000,1089.26,1093.95,1084.25,1086.15,81889
20151112,000000,1085.81,1089.73,1074.16,1085.04,106066
20151113,000000,1084.01,1088.73,1079.72,1083.76,100211
20151116,000000,1089.49,1098.25,1081.43,1082.75,115816
20151117,000000,1083.40,1085.13,1065.52,1070.17,114103
20151118,000000,1071.05,1075.49,1064.37,1070.56,117978
20151119,000000,1070.05,1087.44,1069.49,1082.08,128988
20151120,000000,1080.69,1088.13,1075.92,1078.15,114930
20151123,000000,1076.89,1077.17,1066.73,1069.04,107998
20151124,000000,1069.08,1081.26,1068.83,1075.50,110053
20151125,000000,1075.30,1080.91,1067.91,1071.14,96850
20151126,000000,1070.70,1074.89,1069.75,1071.44,46726
20151127,000000,1071.69,1073.87,1052.78,1057.45,90085
20151130,000000,1057.70,1069.77,1053.22,1064.48,98803
20151201,000000,1064.89,1074.76,1063.30,1069.00,114700
20151202,000000,1068.19,1071.56,1050.67,1053.49,104023
20151203,000000,1053.88,1065.57,1046.36,1061.98,147516
20151204,000000,1062.76,1088.88,1058.21,1086.85,145484
20151207,000000,1085.97,1086.68,1066.22,1071.37,112556
20151208,000000,1070.31,1079.19,1067.62,1074.70,117388
20151209,000000,1074.59,1085.48,1069.32,1072.67,126024
20151210,000000,1071.94,1076.56,1069.42,1071.36,103808
20151211,000000,1071.74,1079.64,1062.44,1074.87,126535
20151214,000000,1073.31,1077.59,1058.76,1059.99,76684
20151215,000000,1059.68,1068.66,1058.71,1061.04,50155
20151216,000000,1060.84,1078.34,1060.76,1072.26,56340
20151217,000000,1072.69,1073.28,1047.70,1050.93,59116
20151218,000000,1052.25,1071.63,1050.95,1065.98,51817
20151221,000000,1065.74,1081.75,1063.88,1078.27,47022
20151222,000000,1078.07,1080.75,1071.89,1072.34,40085
20151223,000000,1072.37,1075.52,1068.27,1070.29,32597
20151224,000000,1069.80,1076.93,1069.80,1076.72,21684
20151228,000000,1075.21,1076.91,1066.46,1068.82,33196
20151229,000000,1068.61,1075.42,1067.48,1068.35,36502
20151230,000000,1068.59,1072.32,1059.41,1061.14,35921
20151231,000000,1060.98,1063.54,1057.37,1062.09,23792
20160104,000000,1062.36,1083.63,1061.84,1074.29,51911
20160105,000000,1073.56,1082.07,1072.64,1077.51,37854
20160106,000000,1076.85,1095.25,1074.94,1093.57,59661
20160107,000000,1093.23,1110.25,1091.41,1108.63,70205
20160108,000000,1108.83,1113.16,1091.94,1104.02,70263
20160111,000000,1103.91,1108.58,1093.61,1094.02,58794
20160112,000000,1094.84,1099.27,1083.51,1085.99,50911
20160113,000000,1086.90,1095.62,1079.82,1093.46,52451
20160114,000000,1093.53,1095.40,1071.44,1078.32,51904
20160115,000000,1079.16,1097.41,1076.28,1088.83,66864
20160118,000000,1088.79,1093.35,1087.56,1088.85,30908
20160119,000000,1088.95,1094.58,1082.60,1087.16,55468
20160120,000000,1087.11,1109.65,1087.08,1100.46,66428
20160121,000000,1101.04,1104.63,1092.49,1100.83,71631
20160122,000000,1101.34,1102.96,1094.11,1097.86,46368
20160125,000000,1097.53,1109.05,1097.28,1107.81,38429
20160126,000000,1108.07,1123.00,1106.98,1119.72,49262
20160127,000000,1119.72,1128.17,1114.93,1124.66,54756
20160128,000000,1125.46,1125.92,1109.92,1114.96,52629
20160129,000000,1114.39,1118.47,1108.33,1118.13,53567
20160201,000000,1117.40,1129.86,1115.43,1128.18,44455
20160202,000000,1128.15,1131.05,1122.39,1128.82,40833
20160203,000000,1128.97,1145.58,1124.42,1142.22,70414
20160204,000000,1141.76,1157.41,1139.59,1155.45,68220
20160205,000000,1155.00,1174.70,1145.22,1173.38,71267
20160208,000000,1172.79,1200.96,1164.23,1188.97,82633
20160209,000000,1188.25,1199.05,1185.77,1188.96,85824
20160210,000000,1189.16,1197.81,1181.55,1196.81,83242
20160211,000000,1197.09,1263.39,1196.00,1246.57,137445
20160212,000000,1245.92,1248.32,1232.48,1238.24,90279
20160215,000000,1235.60,1235.60,1202.03,1209.05,57530
20160216,000000,1209.13,1216.97,1190.94,1200.05,115869
20160217,000000,1200.85,1213.76,1195.70,1208.36,101146
20160218,000000,1208.75,1240.02,1200.71,1230.56,101642
20160219,000000,1230.61,1234.55,1219.93,1227.43,117037
20160222,000000,1225.37,1226.20,1201.94,1208.45,97113
20160223,000000,1208.39,1228.32,1207.18,1225.31,100818
20160224,000000,1224.86,1253.32,1221.83,1228.63,138055
20160225,000000,1227.60,1243.26,1221.07,1232.89,145076
20160226,000000,1231.44,1240.31,1211.54,1223.54,131539
20160229,000000,1222.32,1241.20,1215.78,1238.23,117993
20160301,000000,1237.98,1248.53,1227.21,1231.79,111432
20160302,000000,1231.56,1244.10,1224.82,1239.62,98496
20160303,000000,1239.79,1268.38,1237.44,1263.86,125084
20160304,000000,1263.40,1279.82,1249.95,1258.91,145197
20160307,000000,1259.60,1273.19,1256.80,1267.27,115980
20160308,000000,1265.40,1278.09,1260.29,1261.28,111095
20160309,000000,1261.30,1264.96,1243.05,1253.00,116178
20160310,000000,1252.58,1273.38,1236.86,1272.13,132105
20160311,000000,1270.97,1283.29,1248.26,1249.40,110364
20160314,000000,1250.98,1261.13,1229.38,1235.10,70060
20160315,000000,1235.39,1238.13,1225.70,1231.97,76938
20160316,000000,1232.77,1263.99,1226.72,1262.13,98515
20160317,000000,1260.98,1271.00,1254.48,1257.76,112009
20160318,000000,1256.93,1266.94,1247.78,1255.30,89092
20160321,000000,1254.69,1256.06,1240.69,1243.62,75237
20160322,000000,1243.72,1260.25,1242.41,1248.17,85987
20160323,000000,1247.81,1249.46,1215.37,1219.79,87364
20160324,000000,1220.69,1223.83,1212.15,1216.99,83540
20160328,000000,1215.69,1223.20,1207.96,1221.29,63013
20160329,000000,1221.41,1243.05,1215.42,1242.06,98847
20160330,000000,1240.98,1244.24,1223.27,1224.77,101192
20160331,000000,1225.39,1240.44,1223.77,1232.47,99314
20160401,000000,1232.31,1235.39,1208.98,1222.37,118402
20160404,000000,1221.03,1222.70,1214.69,1215.49,121520
20160405,000000,1215.54,1236.88,1214.89,1231.02,127876
20160406,000000,1231.13,1232.29,1216.37,1222.36,116638
20160407,000000,1222.69,1243.35,1222.69,1240.14,151538
20160408,000000,1239.49,1242.83,1229.57,1240.62,106557
20160411,000000,1239.55,1258.80,1239.55,1257.42,130978
20160412,000000,1257.96,1262.75,1251.23,1255.15,103490
20160413,000000,1255.08,1256.79,1239.84,1242.01,101390
20160414,000000,1241.88,1244.14,1223.97,1227.63,99025
20160415,000000,1226.99,1235.97,1225.25,1233.89,84816
20160418,000000,1234.87,1241.69,1230.01,1232.16,79993
20160419,000000,1232.28,1256.68,1227.69,1249.94,104534
20160420,000000,1249.29,1258.04,1242.41,1244.03,92065
20160421,000000,1242.74,1270.38,1242.41,1247.89,111628
20160422,000000,1246.70,1252.60,1227.42,1232.91,91444
20160425,000000,1232.76,1242.33,1230.10,1237.81,77096
20160426,000000,1237.66,1244.97,1231.27,1243.17,68036
20160427,000000,1243.73,1252.76,1239.15,1245.52,74262
20160428,000000,1245.53,1269.75,1237.76,1265.94,95556
20160429,000000,1266.00,1296.73,1265.11,1293.78,91177
20160502,000000,1291.03,1303.79,1287.70,1291.44,94063
20160503,000000,1291.17,1301.85,1282.24,1286.38,101196
20160504,000000,1285.59,1289.77,1271.79,1279.36,99865
20160505,000000,1279.43,1286.47,1268.88,1277.66,99568
20160506,000000,1277.32,1295.62,1274.47,1288.99,101527
20160509,000000,1284.89,1287.59,1261.34,1263.71,103945
20160510,000000,1264.04,1269.69,1256.85,1265.45,95510
20160511,000000,1265.78,1279.16,1264.80,1277.19,103041
20160512,000000,1277.14,1280.96,1261.67,1263.43,113764
20160513,000000,1263.64,1276.37,1262.80,1272.89,130064
20160516,000000,1271.60,1288.77,1270.81,1273.92,122436
20160517,000000,1273.46,1282.27,1268.82,1278.75,128019
20160518,000000,1279.04,1281.52,1255.11,1258.45,152163
20160519,000000,1257.40,1261.33,1243.88,1254.25,151412
20160520,000000,1254.79,1260.22,1248.90,1252.17,121708
20160523,000000,1250.74,1256.13,1243.18,1248.74,116687
20160524,000000,1248.70,1252.27,1226.48,1226.98,123701
20160525,000000,1226.93,1230.26,1217.85,1224.14,114117
20160526,000000,1223.14,1234.35,1218.36,1219.72,109732
20160527,000000,1219.73,1223.61,1206.80,1212.78,110257
20160530,000000,1212.79,1213.49,1199.70,1205.11,86373
20160531,000000,1206.17,1218.31,1205.50,1215.09,129685
20160601,000000,1215.57,1220.48,1206.04,1212.83,131185
20160602,000000,1213.46,1217.73,1209.89,1210.80,116562
20160603,000000,1210.90,1244.78,1207.00,1244.28,126780
20160606,000000,1242.58,1248.71,1240.02,1244.94,110586
20160607,000000,1245.03,1246.62,1234.83,1243.69,95145
20160608,000000,1243.95,1264.44,1243.07,1262.56,103369
20160609,000000,1262.01,1271.74,1256.88,1269.55,104467
20160610,000000,1268.92,1278.22,1264.64,1273.70,106305
20160613,000000,1275.68,1287.21,1272.47,1283.35,130797
20160614,000000,1282.96,1289.86,1276.28,1285.18,123120
20160615,000000,1285.07,1296.90,1278.38,1291.57,120842
20160616,000000,1291.86,1315.69,1277.01,1278.29,185768
20160617,000000,1278.60,1299.58,1276.48,1298.82,142249
20160620,000000,1288.25,1292.33,1278.10,1289.63,134151
20160621,000000,1289.74,1294.29,1264.58,1267.86,124696
20160622,000000,1268.24,1270.69,1261.20,1265.93,108116
20160623,000000,1263.34,1272.09,1254.42,1256.56,60147
20160624,000000,1249.95,1358.40,1249.82,1315.28,144927
20160627,000000,1324.00,1335.41,1317.70,1323.99,136313
20160628,000000,1324.45,1326.19,1305.53,1311.12,126585
20160629,000000,1310.51,1327.89,1310.19,1318.73,141220
20160630,000000,1317.50,1324.28,1312.85,1321.74,132106
20160701,000000,1321.63,1344.60,1320.57,1341.56,115362
20160704,000000,1341.95,1357.54,1335.85,1350.88,84688
20160705,000000,1348.30,1357.60,1338.13,1355.89,115454
20160706,000000,1355.20,1375.21,1355.13,1363.13,142961
20160707,000000,1363.08,1370.85,1350.85,1359.84,132845
20160708,000000,1359.23,1370.45,1334.69,1366.15,142072
20160711,000000,1367.21,1375.12,1350.81,1354.96,142555
20160712,000000,1355.14,1357.83,1330.39,1332.96,140966
20160713,000000,1332.98,1345.41,1327.57,1342.09,134627
20160714,000000,1343.80,1347.16,1320.12,1334.61,146815
20160715,000000,1335.67,1338.87,1322.56,1337.24,142335
20160718,000000,1331.97,1335.58,1323.46,1328.39,118104
20160719,000000,1328.44,1335.16,1325.62,1331.71,109506
20160720,000000,1331.58,1338.47,1311.98,1315.57,113519
20160721,000000,1316.18,1333.97,1310.93,1330.69,128029
20160722,000000,1330.69,1333.84,1319.74,1322.21,111182
20160725,000000,1322.46,1323.84,1312.15,1315.13,94208
20160726,000000,1315.21,1324.54,1313.89,1319.82,103080
20160727,000000,1319.68,1342.43,1315.81,1339.45,100011
20160728,000000,1339.08,1345.68,1332.52,1335.51,101902
20160729,000000,1335.13,1355.07,1328.56,1350.73,135789
20160801,000000,1348.12,1354.93,1346.34,1352.83,97781
20160802,000000,1353.28,1367.32,1347.15,1363.26,107078
20160803,000000,1363.17,1366.49,1354.18,1357.98,99182
20160804,000000,1358.01,1365.04,1349.19,1360.84,105216
20160805,000000,1361.08,1364.70,1334.74,1335.43,104315
20160808,000000,1335.01,1338.30,1330.03,1335.08,79330
20160809,000000,1334.77,1342.64,1330.57,1340.58,71786
20160810,000000,1340.59,1357.29,1339.67,1346.25,95798
20160811,000000,1346.75,1353.39,1335.80,1338.46,85900
20160812,000000,1338.50,1356.18,1333.17,1335.91,98735
20160815,000000,1338.15,1343.86,1335.83,1339.08,76653
20160816,000000,1339.58,1358.09,1339.08,1345.68,105435
20160817,000000,1345.50,1351.75,1335.89,1348.16,90393
20160818,000000,1348.69,1356.10,1346.14,1351.95,96565
20160819,000000,1352.16,1352.86,1337.76,1341.66,110659
20160822,000000,1340.64,1340.88,1331.78,1338.65,109912
20160823,000000,1339.27,1344.81,1335.16,1337.11,96011
20160824,000000,1337.61,1340.15,1323.74,1324.15,101216
20160825,000000,1323.88,1327.07,1318.09,1321.69,86414
20160826,000000,1321.23,1342.29,1318.42,1321.22,116537
20160829,000000,1320.62,1325.17,1315.04,1323.08,104754
20160830,000000,1323.28,1325.50,1309.32,1310.76,98191
20160831,000000,1311.58,1316.15,1304.25,1308.48,95006
20160901,000000,1308.49,1315.18,1302.41,1313.45,100738
20160902,000000,1314.00,1329.99,1306.55,1324.81,111849
20160905,000000,1323.81,1328.69,1321.82,1326.63,58657
20160906,000000,1326.35,1352.54,1324.95,1349.54,110550
20160907,000000,1348.47,1352.63,1342.67,1345.14,95605
20160908,000000,1344.39,1349.44,1335.68,1337.93,101898
20160909,000000,1337.63,1339.61,1327.61,1328.03,104765
20160912,000000,1327.64,1330.32,1320.40,1327.50,121958
20160913,000000,1328.01,1332.05,1315.68,1318.59,122315
20160914,000000,1319.38,1326.06,1313.43,1322.60,105882
20160915,000000,1321.95,1328.09,1309.34,1314.50,110184
20160916,000000,1314.48,1318.11,1306.15,1310.26,97153
20160919,000000,1309.84,1318.51,1309.44,1313.20,85532
20160920,000000,1312.98,1317.96,1312.07,1314.73,73978
20160921,000000,1314.56,1336.88,1307.88,1334.39,125331
20160922,000000,1334.49,1343.70,1331.26,1336.89,92793
20160923,000000,1336.36,1340.67,1333.88,1337.54,85519
20160926,000000,1337.06,1342.07,1332.81,1337.54,84991
20160927,000000,1337.82,1339.56,1324.75,1327.08,95978
20160928,000000,1326.65,1327.56,1318.06,1321.22,90009
20160929,000000,1321.53,1325.81,1316.06,1320.22,95642
20160930,000000,1320.25,1328.08,1313.20,1315.86,109546
20161003,000000,1318.23,1319.64,1309.39,1311.40,79753
20161004,000000,1312.51,1313.11,1266.90,1268.08,125334
20161005,000000,1268.34,1277.15,1262.12,1266.28,109988
20161006,000000,1266.28,1269.40,1249.90,1253.86,97610
20161007,000000,1254.94,1265.45,1241.45,1256.54,121243
20161010,000000,1256.62,1264.98,1256.37,1259.18,83661
20161011,000000,1259.52,1262.21,1252.25,1252.25,94898
20161012,000000,1252.03,1258.90,1249.76,1254.82,87243
20161013,000000,1255.52,1262.41,1253.15,1257.69,80506
20161014,000000,1257.89,1259.60,1246.14,1250.89,86882
20161017,000000,1251.32,1257.26,1250.13,1255.37,74824
20161018,000000,1255.19,1264.76,1255.05,1262.05,72736
20161019,000000,1262.18,1273.40,1260.26,1268.88,74085
20161020,000000,1269.61,1274.52,1264.84,1265.32,71364
20161021,000000,1265.85,1267.98,1261.14,1265.83,75114
20161024,000000,1265.54,1271.95,1260.34,1264.10,78383
20161025,000000,1264.92,1276.67,1262.14,1273.48,86720
20161026,000000,1273.21,1276.55,1264.70,1266.63,86664
20161027,000000,1266.88,1272.75,1265.15,1268.10,90469
20161028,000000,1268.30,1284.22,1261.52,1275.14,109782
20161031,000000,1277.36,1279.55,1271.20,1276.69,89960
20161101,000000,1276.87,1291.91,1275.55,1287.98,109103
20161102,000000,1287.86,1308.06,1287.32,1296.50,123876
20161103,000000,1296.49,1306.65,1285.62,1302.37,116828
20161104,000000,1302.37,1307.21,1294.69,1304.19,104454
20161107,000000,1292.87,1295.87,1278.18,1281.30,114639
20161108,000000,1281.62,1290.75,1272.85,1275.26,105315
20161109,000000,1275.48,1337.38,1267.69,1277.78,288794
20161110,000000,1277.90,1292.32,1252.28,1258.83,195808
20161111,000000,1258.98,1265.44,1219.13,1226.76,177531
20161114,000000,1229.13,1231.32,1211.52,1220.89,187032
20161115,000000,1221.38,1231.56,1218.90,1228.42,140961
20161116,000000,1227.31,1233.11,1221.49,1224.80,124716
20161117,000000,1224.48,1231.45,1211.06,1215.98,139125
20161118,000000,1216.20,1217.76,1202.85,1207.71,149680
20161121,000000,1207.60,1217.71,1205.62,1213.85,122852
20161122,000000,1213.45,1221.06,1206.12,1211.90,129302
20161123,000000,1212.55,1215.01,1181.75,1187.89,125480
20161124,000000,1187.12,1190.93,1180.34,1184.08,74788
20161125,000000,1183.36,1193.19,1170.94,1183.72,113514
20161128,000000,1184.70,1197.62,1182.80,1193.48,112064
20161129,000000,1194.00,1195.06,1181.13,1187.84,115502
20161130,000000,1188.33,1194.93,1170.42,1173.04,147490
20161201,000000,1173.49,1176.73,1160.65,1171.46,155738
20161202,000000,1172.48,1178.09,1166.69,1176.97,129294
20161205,000000,1181.12,1188.10,1157.18,1169.96,153789
20161206,000000,1170.36,1175.38,1166.76,1169.51,107507
20161207,000000,1169.40,1180.29,1165.56,1173.40,107904
20161208,000000,1174.33,1178.68,1169.21,1170.35,120399
20161209,000000,1170.48,1172.08,1156.28,1159.59,113030
20161212,000000,1159.69,1165.79,1151.31,1161.71,121527
20161213,000000,1162.50,1165.03,1154.60,1157.97,107873
20161214,000000,1157.48,1165.45,1139.08,1142.76,120279
20161215,000000,1141.32,1144.44,1122.65,1128.11,170665
20161216,000000,1128.59,1141.31,1126.64,1134.24,121978
20161219,000000,1133.91,1142.40,1133.84,1137.87,105829
20161220,000000,1137.99,1139.77,1125.83,1131.84,117492
20161221,000000,1132.09,1137.14,1129.44,1131.08,101226
20161222,000000,1131.49,1134.15,1127.77,1127.99,91722
20161223,000000,1128.38,1135.84,1127.95,1133.36,55825
20161227,000000,1133.89,1150.73,1131.72,1138.35,75246
20161228,000000,1138.18,1144.53,1136.54,1141.15,80828
20161229,000000,1141.86,1159.54,1141.67,1157.69,78489
20161230,000000,1158.07,1163.24,1155.55,1156.12,92420
20170103,000000,1150.34,1164.18,1146.10,1158.44,124321
20170104,000000,1158.45,1168.03,1156.14,1163.10,131735
20170105,000000,1163.91,1185.02,1163.05,1179.85,163294
20170106,000000,1180.18,1182.94,1170.90,1172.50,137785
20170109,000000,1172.55,1186.18,1171.88,1180.56,114426
20170110,000000,1180.96,1190.64,1180.22,1187.27,134734
20170111,000000,1187.76,1198.29,1177.19,1191.17,160536
20170112,000000,1190.55,1206.99,1190.39,1194.89,168037
20170113,000000,1194.92,1201.54,1187.85,1196.95,142758
20170116,000000,1199.51,1208.59,1198.06,1202.74,86245
20170117,000000,1203.03,1218.86,1202.39,1216.46,169000
20170118,000000,1217.40,1217.69,1202.35,1203.87,141668
20170119,000000,1203.40,1206.54,1195.85,1204.20,158680
20170120,000000,1204.82,1214.98,1198.59,1209.72,157679
20170123,000000,1209.48,1219.48,1209.25,1217.69,152851
20170124,000000,1218.24,1220.12,1206.56,1208.48,135960
20170125,000000,1209.03,1209.80,1193.25,1200.17,133897
20170126,000000,1200.84,1202.61,1184.42,1188.10,132808
20170127,000000,1188.96,1191.65,1180.54,1190.75,113588
20170130,000000,1192.57,1199.43,1188.17,1195.10,117153
20170131,000000,1195.51,1215.36,1193.80,1210.25,150688
20170201,000000,1210.40,1213.24,1198.13,1209.33,139542
20170202,000000,1209.20,1225.28,1208.42,1215.38,146833
20170203,000000,1215.44,1221.42,1206.98,1219.78,137368
20170206,000000,1219.83,1235.74,1219.14,1235.01,128851
20170207,000000,1234.84,1235.83,1227.78,1233.36,114755
20170208,000000,1233.81,1244.74,1230.11,1241.03,135986
20170209,000000,1240.83,1244.56,1225.44,1227.99,127835
20170210,000000,1227.74,1237.13,1221.58,1233.24,141289
20170213,000000,1232.47,1232.95,1219.32,1224.81,112699
20170214,000000,1225.25,1234.55,1221.86,1227.69,131151
20170215,000000,1227.44,1233.41,1216.69,1233.16,127037
20170216,000000,1233.19,1242.41,1232.12,1238.80,138086
20170217,000000,1239.05,1243.81,1233.89,1234.17,117198
20170220,000000,1235.16,1239.09,1232.30,1237.10,55476
20170221,000000,1237.39,1238.87,1225.70,1235.26,83392
20170222,000000,1236.01,1240.60,1230.80,1237.09,96867
20170223,000000,1237.45,1251.09,1235.34,1249.09,92439
20170224,000000,1249.30,1260.14,1247.32,1256.69,93449
20170227,000000,1257.74,1263.82,1250.94,1252.24,94846
20170228,000000,1252.11,1258.46,1247.66,1247.89,101365
20170301,000000,1247.82,1250.58,1236.95,1249.08,128095
20170302,000000,1248.74,1249.77,1230.94,1233.74,102704
20170303,000000,1234.21,1236.29,1222.92,1233.96,110955
20170306,000000,1233.38,1236.85,1224.89,1224.97,80008
20170307,000000,1225.24,1227.16,1214.14,1215.25,78056
20170308,000000,1215.33,1218.58,1206.57,1207.60,93686
20170309,000000,1207.86,1209.02,1198.98,1200.51,92508
20170310,000000,1200.24,1206.34,1194.98,1204.37,111563
20170313,000000,1205.37,1211.21,1202.49,1203.57,64975
20170314,000000,1203.57,1207.72,1197.32,1198.54,72088
20170315,000000,1198.48,1221.98,1197.58,1219.12,80488
20170316,000000,1219.07,1233.69,1218.07,1226.06,85136
